,open,high,low,close,volume,ask,bid,open_orig,high_orig,low_orig,close_orig,volume_orig,ask_orig,bid_orig,signal,signal_smooth,signal_norm,signal_smooth_norm,trade_action,Position,Cash,NetValue,Action,TradedAmount,StrategyEarning,BuyHoldEarning,EarningDiff
2025-04-02 13:40:00,221.3999,221.4995,221.2171,221.2977,5574.0,221.364,221.2313,221.38,221.4,221.3,221.3,505,221.3664,221.2336,2.6394861631469045e-18,1.1503585922541712e-18,8.932271279684884e-19,4.495783457759326e-19,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:41:00,221.404,221.5037,221.2218,221.2988,5487.0,221.3652,221.2324,221.3,221.47,221.3,221.4,993,221.4664,221.3336,5.872184686794544e-18,2.5582293777659987e-18,1.987202939693569e-18,9.997965325905192e-19,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:42:00,221.3999,221.5031,221.2194,221.3006,5427.0,221.367,221.2342,221.31,221.38,221.31,221.38,363,221.4464,221.3136,1.3061140322468497e-17,5.690106861077652e-18,4.420013645505378e-18,2.2237838245540338e-18,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:43:00,221.2899,221.3984,221.2165,221.2979,1337.0,221.3643,221.2315,221.32,221.41,221.3,221.3037,1188,221.3701,221.2373,2.90936305533764e-17,1.2666610431446586e-17,9.845560254949631e-18,4.950311844239002e-18,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:44:00,221.2852,221.3954,221.2165,221.2979,1226.0,221.3643,221.2315,221.33,221.4,221.3,221.31,220,221.3764,221.2436,6.474906555497796e-17,2.819400527940435e-17,2.191169731132908e-17,1.1018663519063706e-17,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:45:00,221.2857,221.3954,221.2235,221.3026,1071.0,221.369,221.2362,221.32,221.4,221.32,221.32,222,221.3864,221.2536,1.4388159279031269e-16,6.269635730528389e-17,4.869089434528309e-17,2.4502728795421082e-17,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:46:00,221.2853,221.398,221.2365,221.3179,856.0,221.3843,221.2515,221.32,221.37,221.32,221.37,189,221.4364,221.3036,3.186197635619709e-16,1.390860131151595e-16,1.0782394705988775e-16,5.4357015384527233e-17,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:47:00,221.2994,221.3989,221.2576,221.319,810.0,221.3854,221.2526,221.34,221.4352,221.25,221.32,1068,221.3864,221.2536,7.088461769224403e-16,3.0902414970742543e-16,2.3988026291791353e-16,1.2077152895258407e-16,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:48:00,221.3047,221.4077,221.2629,221.3379,820.0,221.4043,221.2715,221.26,221.52,221.26,221.52,1637,221.5865,221.4535,1.5678096339889992e-15,6.847892918159307e-16,5.305616358676773e-16,2.6762649411467655e-16,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:49:00,221.3241,221.4218,221.2765,221.3502,834.0,221.4166,221.2838,221.5,221.54,221.4,221.4,499,221.4664,221.3336,3.475093442228911e-15,1.5175922541755803e-15,1.1760045489776254e-15,5.930990734442895e-16,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:50:00,221.3377,221.4319,221.2859,221.362,848.0,221.4284,221.2956,221.41,221.49,221.33,221.37,647,221.4364,221.3036,7.703791845069703e-15,3.3638852745525135e-15,2.607036157383973e-15,1.3146596090092832e-15,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:51:00,221.3429,221.436,221.2929,221.369,832.0,221.4354,221.3026,221.35,221.48,221.35,221.42,1030,221.4864,221.3536,1.7105271421075967e-14,7.462991585590895e-15,5.788585929298081e-15,2.9166552361859786e-15,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-04-02 13:52:00,221.3501,221.4466,221.3078,221.3785,765.0,221.4449,221.312,221.422,221.56,221.422,221.54,921,221.6065,221.4735,3.794817206786081e-14,1.6558082194058848e-14,1.2842021004352117e-14,6.471160603442617e-15,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
