trial,col_signal,sign_thresh,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
1086,ema_9,ema_21,0,33,93,3.74298,56.07681,2.73867,-14.67017,0.96033,0.90344,7.32179,18.05236
1180,ema_21,ema_50,0,21,100,3.88184,56.35741,1.1363,-15.51737,0.91725,0.89348,9.97392,18.02216
877,ema_21,ema_50,0,41,89,3.89283,54.92206,1.82421,-9.78335,0.97282,0.88962,7.66284,18.00807
110,ema_21,ema_50,0,45,48,4.19635,51.67388,2.607,-3.8581,0.77449,0.10673,10.75406,17.92097
1116,ema_21,ema_50,0,30,85,3.89753,55.12853,3.89079,-11.31601,0.98143,0.90468,14.71627,17.91209
355,ema_21,ema_50,0,35,49,3.91179,54.58077,1.09116,-9.92279,0.90699,0.99937,9.1889,17.90445
312,ema_21,ema_50,0,20,46,3.76748,51.5166,2.07388,-11.65091,0.60493,0.40639,12.93756,17.85181
994,ema_21,ema_50,0,30,84,3.96139,54.89802,1.17575,-11.10562,0.9955,0.83737,9.17597,17.82008
393,ema_9,ema_21,0,51,59,3.80617,54.36627,2.87325,2.10582,0.89074,0.80511,9.33091,17.79883
400,ema_21,ema_50,0,54,61,3.89015,57.47761,2.9847,-18.1368,0.78446,0.45018,12.87871,17.75589
944,ema_21,ema_50,0,30,87,3.94397,54.61412,1.0782,-14.26505,0.9025,0.78488,6.21649,17.74405
798,ema_21,ema_50,0,33,94,3.37098,57.39487,2.93611,-5.68145,0.83074,0.11348,7.52006,17.71143
479,ema_21,ema_50,0,29,81,4.34381,55.55623,1.4219,-9.15131,0.95361,0.45756,8.12152,17.7037
1028,ema_21,ema_50,0,25,81,4.29276,55.63518,1.74276,-13.16353,0.876,0.93145,9.79468,17.68439
370,ema_21,ema_50,0,22,83,3.33773,57.97786,2.89243,-12.35353,0.79673,0.51077,14.16999,17.66755
253,ema_21,ema_50,0,31,77,3.52834,54.22287,4.91467,-11.00291,0.87969,0.60077,12.74491,17.66316
286,ema_21,ema_50,0,49,60,3.73938,54.83746,1.18284,-2.66699,0.37239,0.9489,10.06493,17.63041
933,ema_9,ema_21,0,22,76,3.69142,56.68443,1.52249,-13.45401,0.92786,0.89492,5.26112,17.61643
753,ema_21,ema_50,0,34,43,4.03042,55.15033,2.66063,-10.29815,0.98686,0.76235,3.1995,17.59746
564,ema_21,ema_50,0,21,29,4.06619,55.88566,4.34935,-18.10536,0.87829,0.97287,4.70647,17.5939
561,ema_21,ema_50,0,27,36,3.95219,55.14913,1.16231,-17.33452,0.96688,0.92022,9.24485,17.565
285,ema_21,ema_50,0,49,62,3.25575,57.62943,1.13721,-15.709,0.86777,0.16485,11.84428,17.54798
1016,ema_21,ema_50,0,22,81,3.99228,54.84478,1.97809,-19.93574,0.9481,0.94163,10.97693,17.53712
646,ema_21,ema_50,0,34,42,4.10622,55.51781,1.18895,-18.9215,0.96507,0.86472,4.6978,17.52498
775,ema_21,ema_50,0,20,77,3.99949,54.5648,1.04565,-12.41754,0.88675,0.6564,10.3193,17.52437
408,ema_21,ema_50,0,56,63,3.40198,56.10649,1.298,-19.25685,0.6197,0.53817,9.10195,17.50975
909,ema_21,ema_50,0,26,81,3.93581,55.42708,1.87088,-9.45375,0.95421,0.96848,7.6035,17.50855
352,ema_21,ema_50,0,51,59,3.87237,56.52631,1.49871,-8.20411,0.81252,0.80298,8.4778,17.50416
450,ema_21,ema_50,0,58,64,3.36211,57.71463,2.58968,-8.00676,0.77079,0.354,10.50077,17.49935
1137,ema_21,ema_50,0,28,89,4.43699,54.88927,2.60312,-16.38807,0.83943,0.97001,12.94289,17.49392
1185,ema_21,ema_50,0,28,89,4.04312,55.39324,2.91667,-18.27298,0.96678,0.80637,14.81009,17.48853
279,ema_21,ema_50,0,56,65,3.39391,57.55759,1.73688,-5.28204,0.60377,0.38475,10.38898,17.47528
656,ema_9,ema_21,0,24,88,3.84494,56.14605,1.26672,-14.80748,0.57823,0.82799,3.06298,17.46981
273,ema_21,ema_50,0,52,64,4.02722,55.86706,4.96441,-14.23786,0.91544,0.51482,11.0315,17.39909
560,ema_21,ema_50,0,22,26,4.09705,55.27765,1.00538,-19.00533,0.94711,0.8592,7.9492,17.38852
183,ema_21,ema_50,0,32,71,3.70516,53.0649,1.44477,-1.41484,0.80203,0.98005,10.02153,17.38491
193,ema_21,ema_50,0,39,65,3.3887,57.32053,3.09673,-18.66917,0.59719,0.96093,12.12409,17.32227
1122,ema_21,ema_50,0,27,87,4.07427,54.29238,2.73502,-7.30686,0.82699,0.93819,14.37947,17.30524
609,ema_21,ema_50,0,39,45,4.38377,53.31545,5.82877,-13.71787,0.8427,0.4017,14.29991,17.30085
167,ema_21,ema_50,0,40,53,3.64896,58.76839,1.3787,-13.46012,0.3778,0.89132,12.04371,17.28045
612,ema_21,ema_50,0,43,47,4.29322,55.14747,1.51967,-19.32975,0.8533,0.65683,4.47725,17.27643
666,ema_21,ema_50,0,26,85,3.94291,55.10233,1.46948,-17.65248,0.95827,0.59574,4.59427,17.27632
343,ema_21,ema_50,0,47,56,3.84627,51.71997,2.50332,-8.48867,0.5478,0.38782,9.53219,17.25237
263,ema_21,ema_50,0,41,69,3.92653,54.59448,1.30016,-13.0426,0.82108,0.95195,3.65511,17.24698
1277,ema_21,ema_50,0,31,70,3.98355,56.00691,1.43566,-16.01476,0.97858,0.99664,7.13272,17.23848
240,ema_21,ema_50,0,35,74,3.18534,57.3552,1.38513,-11.37915,0.71769,0.91769,3.66138,17.1936
63,ema_21,ema_50,0,34,74,3.75315,50.1977,4.4139,-1.35786,0.88877,0.12782,11.92289,17.14598
549,ema_9,ema_21,0,25,41,3.59519,57.55737,1.08726,-3.06451,0.90858,0.99601,3.83071,17.11856
125,ema_21,ema_50,0,36,52,3.05793,58.45889,1.28194,-14.82681,0.41234,0.98137,12.74364,17.10181
123,ema_21,ema_50,0,48,53,3.2144,55.84156,1.11663,-9.4776,0.41373,0.98723,11.85677,17.08386
1177,ema_21,ema_50,0,21,79,4.17907,55.23124,1.63844,-17.20268,0.94444,0.6315,3.15244,17.08196
257,ema_21,ema_50,0,25,80,3.42782,56.12594,4.04341,-17.33733,0.73216,0.82279,14.6674,17.07557
756,ema_21,ema_50,0,56,90,3.85128,58.2521,1.25718,-16.07281,0.48962,0.27378,13.26563,17.07003
567,ema_21,ema_50,0,27,32,3.88691,56.26625,5.92972,-7.80377,0.77968,0.97016,3.11848,17.06388
688,ema_21,ema_50,0,20,88,4.37489,55.35296,1.29615,-15.99597,0.81864,0.71748,4.25989,17.06061
22,ema_21,ema_50,0,60,100,3.63792,53.45909,1.07323,-2.54603,0.37424,0.98852,7.72461,16.89588
475,ema_9,ema_21,0,33,53,3.79091,55.26733,1.65037,-10.88385,0.944,0.47929,5.24662,16.8901
147,ema_21,ema_50,0,53,57,3.96508,55.56309,2.59361,-19.81271,0.93709,0.40917,11.01446,16.87397
320,ema_21,ema_50,0,55,59,4.43005,56.13196,2.15741,-9.44686,0.77068,0.62409,8.92229,16.83503
24,ema_21,ema_50,0,26,53,4.38239,53.44296,1.91062,-9.59954,0.74641,0.67912,4.57188,16.82746
1263,ema_21,ema_50,0,29,75,3.15967,57.72414,5.87285,-0.45265,0.57564,0.67202,14.57818,16.7402
645,ema_21,ema_50,0,56,59,5.62692,52.08472,5.2051,-15.43512,0.97536,0.75364,8.25341,16.71869
1249,ema_9,ema_21,0,30,75,3.42541,57.57692,1.06493,-9.20067,0.90527,0.85092,9.22793,16.646
803,ema_9,ema_21,0,56,81,3.74663,55.84315,3.66634,-17.7946,0.72085,0.51419,10.43347,16.62281
217,ema_21,ema_50,0,50,60,3.18874,57.39867,2.1352,-7.52676,0.51722,0.68083,9.78367,16.60504
298,ema_21,ema_50,0,55,61,3.29726,57.12328,3.88908,-18.2524,0.88445,0.46536,14.83468,16.59782
134,ema_21,ema_50,0,57,60,3.32245,55.19559,1.13077,-8.4724,0.4483,0.88443,9.54048,16.57267
1043,ema_21,ema_50,0,26,100,4.32602,55.29625,3.00853,-5.09567,0.8062,0.11281,8.77638,16.53604
1108,ema_21,ema_50,0,20,100,4.02372,55.31484,1.85604,-17.11925,0.8128,0.82925,4.41136,16.49334
1275,ema_21,ema_50,0,58,90,4.28604,54.25524,1.19631,-19.67099,0.71333,0.40195,9.41854,16.45733
348,ema_21,ema_50,0,33,48,4.17261,54.32724,1.95276,-7.6078,0.7406,0.88944,8.08755,16.42706
274,ema_21,ema_50,0,59,65,3.47007,55.05745,5.83105,-19.38608,0.7779,0.47992,11.6986,16.41556
383,ema_9,ema_21,0,33,70,3.55074,57.66583,1.19524,-4.13097,0.74363,0.45401,10.46017,16.39304
810,ema_9,ema_21,0,22,76,3.86668,57.92873,1.57046,-19.02019,0.66882,0.77804,10.02466,16.37415
98,ema_21,ema_50,0,20,35,3.36136,56.43985,5.06651,-1.96961,0.65442,0.12395,11.76634,16.37259
287,ema_21,ema_50,0,55,65,4.27656,54.55299,1.53153,-19.92803,0.74006,0.27404,11.04826,16.19151
1230,ema_21,ema_50,0,60,67,4.21225,54.0067,1.28358,-19.31005,0.6571,0.33875,13.54643,16.15475
174,ema_21,ema_50,0,47,56,3.46955,53.39265,2.64625,-10.30459,0.68476,0.91742,14.03617,16.10905
786,ema_21,ema_50,0,29,74,4.06013,55.93223,1.26824,-18.06815,0.91281,0.72428,11.01466,16.01803
230,ema_21,ema_50,0,31,73,4.06985,56.01553,1.22022,-18.3342,0.77316,0.79031,3.41911,15.96007
429,ema_21,ema_50,0,60,65,3.88269,56.52954,2.71788,-18.98028,0.66961,0.34009,8.76102,15.95681
505,ema_9,ema_21,0,23,74,3.34109,58.2073,1.2336,-18.73288,0.83693,0.98107,6.37685,15.95197
311,ema_21,ema_50,0,56,62,4.02457,53.25851,3.4316,-7.94622,0.62695,0.81078,10.41814,15.90172
1032,ema_9,ema_21,0,43,91,3.31785,57.63421,4.74285,-19.27481,0.83431,0.66711,3.45229,15.90128
104,ema_21,ema_50,0,20,32,3.07442,58.2145,1.01725,-8.21436,0.48689,0.23941,4.93926,15.84482
252,ema_21,ema_50,0,20,81,3.87962,51.83794,4.45493,-19.23889,0.82786,0.34851,13.37954,15.81158
139,ema_21,ema_50,0,20,49,3.25633,56.52016,1.06575,-6.37837,0.55383,0.3012,4.71026,15.75453
210,ema_21,ema_50,0,54,62,4.01056,55.69193,5.2448,-1.28524,0.74432,0.13035,14.93492,15.7123
122,ema_21,ema_50,0,38,45,3.70523,52.1855,2.25581,-6.8872,0.69078,0.1391,9.72214,15.67804
992,ema_9,ema_21,0,34,90,3.19283,57.04277,1.03368,-18.00101,0.95454,0.82121,9.46671,15.65995
373,ema_21,ema_50,0,29,73,4.1496,55.49583,1.12915,-5.17736,0.78653,0.34296,12.27163,15.64134
196,ema_21,ema_50,0,33,66,3.28454,56.46526,3.92411,-13.23377,0.46895,0.75058,6.85758,15.55618
224,ema_21,ema_50,0,38,67,3.95423,54.20895,1.69323,-18.8887,0.59812,0.95353,14.10045,15.46878
291,ema_21,ema_50,0,58,66,3.95583,55.84368,2.73191,-10.34481,0.63306,0.51072,12.33074,15.45881
463,ema_9,ema_21,0,56,63,3.83939,53.60723,5.28142,-1.57303,0.6704,0.58494,4.53546,15.45531
281,ema_21,ema_50,0,58,64,3.46504,56.13316,3.66259,-19.19877,0.95456,0.49767,11.1043,15.44953
206,ema_21,ema_50,0,53,61,4.1017,53.49393,5.52212,-2.95541,0.59516,0.3726,12.4148,15.42452
418,ema_21,ema_50,0,59,84,3.09854,57.79342,1.12248,-10.92884,0.75493,0.66284,10.2364,15.38763
540,ema_9,ema_21,0,57,61,3.42382,57.64488,1.09588,-19.69607,0.72872,0.65107,10.98428,15.37398
242,ema_21,ema_50,0,33,71,3.32475,56.21875,1.01396,-17.94588,0.8599,0.99926,3.8076,15.37228
377,ema_9,ema_21,0,27,81,3.70648,58.22177,4.18104,-5.53891,0.60984,0.56526,14.46726,15.36395
135,ema_21,ema_50,0,49,54,3.27934,56.19685,1.05387,-8.87903,0.58364,0.91825,9.54086,15.35582
8,ema_21,ema_50,0,59,77,5.79143,45.31883,5.70381,-1.29119,0.78947,0.11326,5.21131,15.29242
207,ema_21,ema_50,0,46,63,3.19506,55.49591,3.66431,-19.48178,0.89446,0.45576,11.10513,15.24758
255,ema_21,ema_50,0,42,69,3.93346,52.54048,1.13844,-1.30598,0.90352,0.60819,13.96315,15.23492
1142,ema_21,ema_50,0,22,76,3.78728,59.05561,1.83605,-19.64754,0.98293,0.94005,5.61599,15.14819
1077,ema_21,ema_50,0,20,100,3.65313,58.9193,3.42694,-11.28341,0.76391,0.90719,12.58021,15.13351
748,ema_21,ema_50,0,20,79,4.04273,55.5034,3.6453,-6.02035,0.67138,0.15064,6.92612,15.12748
938,ema_21,ema_50,0,37,92,5.43453,53.58376,3.29681,-5.86716,0.67587,0.51321,3.79498,15.10558
61,ema_21,ema_50,0,40,66,5.98388,45.98444,1.15189,-5.54161,0.78086,0.96299,11.94215,15.09709
967,ema_21,ema_50,0,20,87,4.01981,55.34241,1.13941,-12.71808,0.59144,0.94781,9.0187,14.99057
430,ema_9,ema_21,0,58,64,3.7268,56.4419,1.15161,-13.62914,0.58936,0.47161,9.1389,14.9479
91,ema_21,ema_50,0,21,64,3.48773,52.13619,1.27616,-3.42306,0.39305,0.54453,8.64384,14.82906
145,ema_21,ema_50,0,59,62,3.84907,51.27843,1.11619,-3.37912,0.52438,0.9229,10.48541,14.78644
947,ema_21,ema_50,0,30,99,3.82794,58.8325,1.45338,-9.90204,0.83455,0.98129,7.39226,14.73997
396,ema_21,ema_50,0,54,61,3.69176,58.81959,1.73815,-8.30645,0.68962,0.73232,12.23568,14.62723
362,ema_21,ema_50,0,35,52,3.05814,55.74432,1.33214,-2.2089,0.61013,0.96314,14.46794,14.57269
141,ema_21,ema_50,0,52,57,3.27841,55.94306,1.2041,-19.31382,0.86282,0.53291,7.66221,14.55422
105,ema_21,ema_50,0,25,34,3.25803,51.73298,1.02403,-6.23212,0.43632,0.13449,8.39635,14.46184
873,ema_21,ema_50,0,23,72,3.77035,59.32926,4.21729,-5.5307,0.88605,0.15689,8.66616,14.43013
127,ema_21,ema_50,0,41,48,3.17714,54.20474,1.22979,-7.75574,0.29565,0.76154,10.88904,14.41228
478,ema_21,ema_50,0,54,60,3.77893,59.30115,3.27381,0.33822,0.93541,0.30213,6.69246,14.37669
1085,ema_9,ema_21,0,26,87,3.6035,55.19273,2.17558,-8.63656,0.747,0.98908,14.14301,14.34355
303,ema_9,ema_21,0,39,55,3.06371,58.57763,1.06439,-11.67089,0.62881,0.7815,10.21234,14.27767
136,ema_9,ema_21,0,21,23,3.41876,58.33899,1.18927,-10.90455,0.49112,0.45676,5.50644,14.24974
674,ema_21,ema_50,0,29,37,3.54409,58.8833,1.79763,-15.66647,0.8726,0.89576,3.06617,14.21161
715,ema_21,ema_50,0,32,81,3.79055,59.03775,2.50843,-11.98601,0.76979,0.85519,3.71369,14.2113
495,ema_21,ema_50,0,31,78,3.8078,59.46498,1.27526,-13.27997,0.75556,0.79858,4.28405,14.10557
684,ema_9,ema_21,0,39,96,3.19534,58.14371,1.19398,-16.65922,0.60846,0.97986,5.74734,14.01649
445,ema_9,ema_21,0,20,77,4.44671,53.66291,3.98674,-2.58355,0.87909,0.18182,6.54802,14.00685
663,ema_21,ema_50,0,29,90,3.63965,59.18669,1.08834,-19.59926,0.95183,0.98656,4.76939,13.95128
131,ema_21,ema_50,0,53,58,5.68116,55.94639,4.36413,3.12269,0.72602,0.30655,6.59819,13.94423
367,ema_21,ema_50,0,40,75,3.55453,59.21011,1.00399,0.14121,0.79972,0.97403,13.17028,13.93653
191,ema_21,ema_50,0,35,68,3.60505,59.38877,2.01985,-0.62563,0.74326,0.93632,12.41359,13.90377
921,ema_21,ema_50,0,37,88,3.69039,52.14416,1.03273,-15.63701,0.29345,0.32864,12.55305,13.89789
477,ema_21,ema_50,0,33,53,3.68748,59.76933,2.08991,-5.71514,0.99402,0.86031,7.5718,13.89464
199,ema_21,ema_50,0,49,64,3.55534,59.13408,1.31514,-14.09615,0.64139,0.98399,13.4033,13.88178
1264,ema_21,ema_50,0,42,83,3.7296,59.683,3.54448,-17.98849,0.91742,0.99141,12.87999,13.87723
952,ema_21,ema_50,0,32,98,3.70401,59.35496,1.37512,-13.92035,0.92295,0.9741,9.05336,13.86807
178,ema_21,ema_50,0,41,52,3.52908,51.5838,1.22941,-11.41048,0.40663,0.98202,13.34456,13.867
705,ema_21,ema_50,0,35,91,3.74406,59.57593,1.07209,-10.85943,0.97843,0.8746,6.43936,13.86686
926,ema_21,ema_50,0,29,83,3.56407,58.86777,1.54936,-13.47059,0.96682,0.95995,6.63276,13.85935
616,ema_21,ema_50,0,21,29,3.70764,59.04095,1.19447,-11.07099,0.925,0.9574,10.1344,13.84615
1235,ema_21,ema_50,0,30,80,3.65545,59.64254,3.3866,-19.09999,0.96297,0.87203,13.15791,13.82904
277,ema_9,ema_21,0,56,64,3.50771,55.06316,2.35511,-7.86172,0.65915,0.48326,9.11153,13.82035
573,ema_21,ema_50,0,37,42,3.68927,59.78313,3.04589,-12.82064,0.93524,0.91333,4.67147,13.79518
874,ema_21,ema_50,0,33,91,3.53686,58.77667,1.63754,-18.90954,0.89766,0.64618,7.177,13.77476
1036,ema_21,ema_50,0,59,95,3.69864,58.81856,4.29718,-18.63383,0.99622,0.59646,11.87804,13.76212
1213,ema_21,ema_50,0,21,80,3.57664,59.36319,1.19471,-11.92704,0.92392,0.99754,8.39474,13.7616
1186,ema_21,ema_50,0,40,90,3.70892,59.39109,1.81743,-19.53682,0.92778,0.89188,13.5382,13.75083
307,ema_21,ema_50,0,50,57,4.13757,52.27356,2.73639,-1.43129,0.79919,0.58761,12.25902,13.74464
892,ema_21,ema_50,0,31,92,3.72584,59.55479,1.53772,-19.65241,0.93692,0.85128,6.57528,13.7285
374,ema_21,ema_50,0,37,70,3.04731,56.89861,1.33083,-6.89054,0.64689,0.50201,11.64879,13.66913
133,ema_21,ema_50,0,37,44,3.94351,52.97967,1.97966,-1.7383,0.72427,0.18291,7.44074,13.6687
855,ema_21,ema_50,0,25,72,3.63822,59.78844,1.94878,-18.47292,0.99592,0.70078,3.55474,13.6665
177,ema_21,ema_50,0,44,55,3.46379,58.87058,1.53165,-13.92336,0.8526,0.84213,14.51505,13.65488
717,ema_21,ema_50,0,30,92,3.9638,53.0038,1.08442,-18.88279,0.56069,0.88858,8.29722,13.62185
1151,ema_21,ema_50,0,21,74,3.55682,59.66729,1.21247,-18.69672,0.98862,0.97917,10.92004,13.55294
726,ema_21,ema_50,0,21,97,3.36973,59.8227,2.01061,-17.44663,0.86963,0.76857,4.0782,13.54177
319,ema_21,ema_50,0,57,62,3.49429,59.47702,2.35984,-17.86402,0.59092,0.62549,8.1158,13.51743
1111,ema_21,ema_50,0,33,89,3.52478,59.46711,2.05562,-19.27841,0.93848,0.84428,4.78386,13.50514
235,ema_9,ema_21,0,51,58,3.09591,54.66302,4.53894,-18.67252,0.66389,0.21888,10.82855,13.49923
542,ema_21,ema_50,0,42,55,3.5965,59.85452,1.95352,-14.08272,0.78248,0.59197,7.34015,13.49679
440,ema_21,ema_50,0,55,62,3.51946,58.99396,1.919,-13.86309,0.92189,0.77944,8.65714,13.45641
360,ema_21,ema_50,0,28,45,3.65501,59.70546,1.42141,-12.00858,0.97028,0.58228,6.0008,13.4474
523,ema_21,ema_50,0,29,74,3.51474,59.59551,3.98559,-9.88273,0.70828,0.14476,9.0548,13.43769
521,ema_21,ema_50,0,53,59,3.68394,59.52391,3.09733,-19.93393,0.92227,0.66316,9.93189,13.43492
501,ema_21,ema_50,0,59,65,3.51112,59.32836,2.0582,-8.79673,0.90539,0.7254,10.86172,13.43489
106,ema_21,ema_50,0,21,34,3.27097,52.11213,1.27777,-11.94389,0.41594,0.35501,4.17451,13.43218
317,ema_21,ema_50,0,29,53,3.746,59.04841,2.61436,-9.76197,0.99142,0.54229,11.43487,13.42626
335,ema_9,ema_21,0,45,54,3.53756,54.30454,4.85771,-1.12527,0.9291,0.51193,11.5469,13.41567
341,ema_21,ema_50,0,34,51,4.18584,53.36307,3.71186,-11.77964,0.41835,0.35807,14.60991,13.40068
680,ema_21,ema_50,0,21,28,3.59121,59.44894,2.50218,-2.11218,0.69184,0.11491,7.02104,13.39732
902,ema_21,ema_50,0,31,96,3.51653,59.07066,1.15762,-17.59827,0.93727,0.76336,5.18828,13.39553
126,ema_21,ema_50,0,28,43,3.22921,52.88309,1.10437,-17.82263,0.48811,0.99906,12.51237,13.39055
476,ema_21,ema_50,0,45,56,3.90997,51.94999,3.00808,-19.76822,0.61604,0.39475,13.49892,13.38636
204,ema_21,ema_50,0,45,65,3.21076,59.43556,2.85155,-11.75519,0.63686,0.98695,6.47481,13.3764
208,ema_21,ema_50,0,30,74,4.3307,55.31941,1.23333,-1.8564,0.37128,0.99825,7.78431,13.37078
144,ema_21,ema_50,0,24,50,3.18538,58.81925,1.13746,-3.13013,0.62156,0.50464,4.16772,13.33109
218,ema_21,ema_50,0,50,67,3.50662,59.17471,1.57932,-0.74037,0.56079,0.43448,6.38284,13.27395
814,ema_21,ema_50,0,51,88,3.2017,59.67068,2.74417,1.12523,0.8153,0.86518,7.58291,13.2583
231,ema_21,ema_50,0,41,76,3.58642,51.46846,2.3438,-15.05398,0.31478,0.90272,7.90569,13.24932
988,ema_21,ema_50,0,28,84,3.27776,59.71525,1.18929,-13.19394,0.8356,0.98314,7.76897,13.23475
1011,ema_21,ema_50,0,23,80,3.59597,59.5407,3.43908,-7.45788,0.7571,0.20181,3.2336,13.22066
745,ema_21,ema_50,0,22,78,3.40596,59.47246,1.02559,-18.70465,0.88478,0.9364,8.75974,13.20601
842,ema_21,ema_50,0,48,80,3.48683,59.16993,4.07785,-3.67551,0.62946,0.67166,12.03641,13.16691
157,ema_21,ema_50,0,34,54,3.49245,58.20076,1.40073,-18.19747,0.14605,0.86784,12.87068,13.15819
200,ema_21,ema_50,0,48,64,3.59446,59.86317,4.02324,-5.93534,0.43243,0.9586,8.83897,13.157
175,ema_21,ema_50,0,40,51,3.19037,53.95333,5.48462,-11.80351,0.94952,0.19782,14.62009,13.15317
29,ema_21,ema_50,0,25,60,3.03009,56.03756,1.10351,-7.38929,0.36207,0.24633,7.99043,13.13212
807,ema_21,ema_50,0,54,86,3.74905,59.84592,2.62634,-0.46834,0.83776,0.57667,7.55973,13.13101
151,ema_21,ema_50,0,54,59,3.67314,59.75006,4.41105,-14.63406,0.86809,0.15297,13.69986,13.11145
1112,ema_21,ema_50,0,41,94,3.20003,59.54289,2.08858,-14.84699,0.91314,0.90623,6.39129,13.10725
880,ema_21,ema_50,0,21,100,3.47064,58.7766,1.33215,-13.43325,0.95199,0.81855,7.65235,13.08776
1256,ema_21,ema_50,0,46,82,3.71107,59.25484,1.98069,-16.26359,0.97805,0.22071,9.6704,13.08563
254,ema_21,ema_50,0,45,70,3.11608,56.68373,2.08181,0.06382,0.89918,0.46611,8.72992,13.06236
368,ema_21,ema_50,0,31,76,3.70521,59.12036,1.22534,-1.7663,0.841,0.49702,10.11715,13.04749
984,ema_21,ema_50,0,22,78,3.54574,59.24093,1.53944,-15.62475,0.88352,0.40681,3.06594,13.04698
749,ema_21,ema_50,0,35,41,3.46842,59.15174,2.15267,-9.40914,0.96865,0.97111,3.43681,12.99467
259,ema_21,ema_50,0,30,74,3.39158,59.62037,4.54992,-18.11452,0.55407,0.56626,13.82216,12.98886
297,ema_21,ema_50,0,56,61,3.06982,56.39171,2.69425,-2.4398,0.79486,0.57979,7.05662,12.98853
171,ema_21,ema_50,0,44,53,4.16585,52.31474,1.52622,-14.47201,0.62672,0.82002,10.06699,12.93507
241,ema_21,ema_50,0,37,69,3.67201,59.08162,1.15336,-19.82707,0.6297,0.89638,6.08628,12.86369
543,ema_9,ema_21,0,39,85,4.17644,54.14112,4.55828,-17.36847,0.86249,0.23223,14.34172,12.82428
153,ema_21,ema_50,0,57,61,4.99747,52.92268,2.18187,-17.132,0.86761,0.43984,11.21581,12.80371
272,ema_21,ema_50,0,35,67,3.42857,59.66356,2.77804,-14.19988,0.71496,0.15685,12.72069,12.80336
556,ema_21,ema_50,0,22,46,3.25407,59.3061,1.27144,-15.80233,0.70012,0.9392,7.1372,12.79621
1168,ema_21,ema_50,0,20,79,3.26401,59.36301,1.48601,-12.51809,0.98819,0.99747,5.27772,12.76991
1054,ema_21,ema_50,0,35,92,3.28858,59.26561,1.01502,-13.03822,0.77518,0.96243,6.02943,12.70002
260,ema_21,ema_50,0,58,63,3.7162,59.1987,1.10577,-2.47085,0.57855,0.9207,7.12952,12.68777
128,ema_21,ema_50,0,59,62,3.45322,59.36089,1.827,-16.21801,0.38413,0.84276,11.54365,12.66652
1041,ema_21,ema_50,0,24,100,3.44614,59.1612,1.6774,-4.22108,0.89881,0.98968,11.34555,12.66179
1203,ema_21,ema_50,0,36,91,3.38582,59.44885,2.23708,-11.00796,0.98601,0.81487,9.4983,12.64859
407,ema_21,ema_50,0,47,60,3.70361,59.15939,1.33002,-17.648,0.69661,0.43657,9.86346,12.61402
541,ema_21,ema_50,0,49,56,3.4108,58.95619,1.59193,-4.5386,0.98683,0.79604,4.0373,12.60589
164,ema_21,ema_50,0,43,53,3.9046,53.05367,4.86985,-14.86202,0.59117,0.34224,11.14985,12.56061
138,ema_21,ema_50,0,60,63,3.25671,59.73475,1.55413,-16.79908,0.7178,0.18612,9.93694,12.55266
766,ema_21,ema_50,0,24,79,3.27599,59.10813,1.60577,-13.22179,0.85602,0.96406,7.59089,12.52168
469,ema_21,ema_50,0,29,49,3.26213,59.29483,1.49583,-17.01264,0.55974,0.6226,4.47562,12.51948
248,ema_21,ema_50,0,58,66,3.44926,59.3188,1.46174,-19.7832,0.84822,0.37576,13.64034,12.4843
913,ema_21,ema_50,0,50,53,3.27677,59.7584,2.39471,-15.73804,0.84629,0.45145,11.52984,12.45808
1175,ema_21,ema_50,0,29,82,3.43516,59.57751,1.71088,-16.02543,0.97727,0.67725,14.35834,12.44907
935,ema_21,ema_50,0,30,93,5.8229,48.27661,5.5361,-6.54736,0.90662,0.48509,11.86802,12.42256
232,ema_21,ema_50,0,21,78,3.2987,55.05928,1.19358,2.05718,0.32804,0.84818,4.31855,12.4199
622,ema_21,ema_50,0,29,95,3.23444,59.54863,1.7922,-13.37846,0.98873,0.68014,3.24887,12.37401
455,ema_21,ema_50,0,27,73,3.48832,59.69726,5.41242,-9.18851,0.81341,0.22772,5.32879,12.35496
143,ema_21,ema_50,0,22,48,4.23773,50.95199,1.75128,-13.9214,0.94537,0.75415,8.06548,12.33266
736,ema_21,ema_50,0,26,35,3.1372,59.83703,1.03313,-8.193,0.83573,0.87793,6.75249,12.33069
797,ema_9,ema_21,0,56,83,5.71154,52.98939,3.07109,1.35726,0.60704,0.86809,4.87307,12.2794
661,ema_21,ema_50,0,33,87,3.39421,59.11836,1.06684,-16.54474,0.95753,0.90227,8.53878,12.26583
962,ema_9,ema_21,0,30,100,4.06979,54.28021,1.11945,-14.5083,0.96282,0.76676,8.03823,12.25204
108,ema_21,ema_50,0,29,38,4.05435,51.53199,2.16461,-6.69148,0.681,0.85555,3.49712,12.23009
371,ema_21,ema_50,0,39,72,3.1175,59.51168,2.00615,-7.29948,0.66676,0.54956,6.8793,12.21167
927,ema_21,ema_50,0,59,91,3.12978,59.60792,2.75247,-3.65927,0.8747,0.85419,5.04611,12.18032
94,ema_21,ema_50,0,23,32,4.17235,55.15524,1.06025,0.74219,0.55874,0.21991,13.39235,12.06387
