,open,high,low,close,volume,ask,bid,open_orig,high_orig,low_orig,close_orig,volume_orig,ask_orig,bid_orig,signal,signal_smooth,signal_norm,signal_smooth_norm,trade_action,Position,Cash,NetValue,Action,TradedAmount,StrategyEarning,BuyHoldEarning,EarningDiff
2025-05-02 13:41:00,206.6867,206.7752,206.488,206.6566,25239.0,206.7186,206.5946,206.5233,206.6,206.32,206.5985,23884,206.6605,206.5365,0.14603640629205886,0.06861513231281041,0.03548879861289403,0.02102029508433668,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:42:00,206.6467,206.7072,206.424,206.5766,25769.0,206.6386,206.5146,206.55,206.6,206.38,206.43,19765,206.4919,206.3681,0.35244554759850266,0.1632252707413745,0.08564897876026802,0.05000424676680549,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:43:00,206.5644,206.6472,206.374,206.5466,23829.0,206.6086,206.4846,206.4389,206.6,206.4,206.59,9476,206.652,206.528,0.7911999999999921,0.37255018049424704,0.19227217496962154,0.11413123327148512,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:44:00,206.5304,206.636,206.406,206.5497,17892.0,206.6117,206.4877,206.55,206.7,206.55,206.68,17482,206.742,206.618,0.7881000000000029,0.5110667869961656,0.19151883353584528,0.15656599445833738,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:45:00,206.5484,206.654,206.448,206.6097,16128.0,206.6717,206.5477,206.68,206.77,206.59,206.75,10034,206.812,206.688,0.7281000000000006,0.5834111913307773,0.1769380315917378,0.17872880654759982,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:46:00,206.5978,206.734,206.534,206.684,15900.0,206.746,206.622,206.77,207.0,206.75,206.97,22745,207.0321,206.9079,0.6538000000000068,0.6068741275538538,0.15888213851762023,0.18591671073116647,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:47:00,206.6817,206.812,206.62,206.796,13786.0,206.858,206.734,206.9698,206.99,206.81,206.99,9193,207.0521,206.9279,0.541800000000012,0.5851827517025733,0.13166464155528854,0.17927152660986334,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:48:00,206.792,206.896,206.724,206.8646,20855.0,206.9266,206.8025,206.99,207.02,206.92,206.9328,44819,206.9949,206.8707,0.47320000000000845,0.5478551678017184,0.11499392466585874,0.16783616771307264,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:49:00,206.876,207.036,206.794,207.0086,24094.0,207.0707,206.9465,206.97,207.4,206.9,207.4,33680,207.4622,207.3378,0.329200000000003,0.47497011186781324,0.08000000000000078,0.14550772623047833,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:50:00,207.0003,207.178,206.9,207.1133,26369.0,207.1755,207.0512,207.3015,207.48,207.12,207.2738,21410,207.336,207.2116,0.22449999999999476,0.39148007457854045,0.05455650060753217,0.11993043349047311,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:51:00,207.1023,207.256,206.972,207.1433,25562.0,207.2055,207.0812,207.28,207.39,207.11,207.12,18710,207.1821,207.0579,0.19449999999999362,0.32582004971902484,0.04726609963547843,0.09981539064615005,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:52:00,207.1483,207.304,206.986,207.1533,30518.0,207.2155,207.0912,207.2,207.23,206.88,207.04,33970,207.1021,206.9779,0.18450000000000272,0.2787133664793508,0.044835965978129486,0.08538419063294025,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:53:00,207.1643,207.36,207.016,207.2068,23834.0,207.2689,207.1446,207.07,207.3,207.07,207.2,11400,207.2622,207.1378,0.13100000000001727,0.22947557765290633,0.03183475091130434,0.07030012336487665,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:54:00,207.2063,207.358,207.066,207.2026,19535.0,207.2648,207.1405,207.18,207.39,207.15,207.3793,12184,207.4415,207.3171,0.1352000000000146,0.19805038510194242,0.03285540704739117,0.0606729705286387,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:55:00,207.222,207.394,207.102,207.2679,22271.0,207.33,207.2057,207.38,207.66,207.3,207.6,35090,207.6623,207.5377,0.0699000000000069,0.15533359006796393,0.016986634264886256,0.04758661906716619,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:56:00,207.286,207.464,207.196,207.3919,23205.0,207.4541,207.3296,207.6,207.74,207.5801,207.74,23381,207.8023,207.6777,0.0,0.10355572671197597,0.0,0.03172439632171952,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:57:00,207.3812,207.568,207.304,207.4947,21397.0,207.5569,207.4324,207.676,207.7498,207.42,207.554,24928,207.6163,207.4917,0.0,0.06903715114131732,0.0,0.02114958115808841,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
2025-05-02 13:58:00,207.4852,207.628,207.32,207.5107,27392.0,207.5729,207.4484,207.59,207.6,207.15,207.28,41379,207.3422,207.2178,0.0,0.04602476742754489,0.0,0.014099704382334335,0,0,0.0,0.0,No trade,0,0.0,0.0,0.0
